"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US (USW00093738)",,,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),Next TAVG (Degrees Fahrenheit)
4380,,61,40,0.78,0,0,
4381,,59,49,0.38,0,0,
4382,,58,44,0.08,0,0,
4383,,73,46,0,0,0,
4384,,79,39,0,0,0,
4385,,80,47,0,0,0,
4386,,76,50,0,0,0,
4387,,77,53,0,0,0,
4388,,86,51,0,0,0,
4389,,93,61,0,0,0,
4390,,91,65,0,0,0,
4391,,85,56,0.34,0,0,
4392,,58,45,0,0,0,
4393,,68,41,0,0,0,
4394,,78,38,0,0,0,
4395,,73,50,0,0,0,
4396,,53,46,0.16,0,0,
4397,,63,43,0,0,0,
4398,,78,38,0,0,0,
4399,,85,56,0,0,0,
4400,,67,42,0,0,0,
4401,,57,32,0,0,0,
4402,,68,37,0,0,0,
4403,,68,40,0,0,0,
4404,,59,45,0.16,0,0,
4405,,75,47,0,0,0,
4406,,73,45,0,0,0,
4407,,60,48,0.03,0,0,
4408,,80,52,0.09,0,0,
4409,,65,53,0.51,0,0,
4410,,64,43,0,0,0,
4411,,61,37,0,0,0,
4412,,73,35,0,0,0,
4413,,85,41,0,0,0,
4414,,90,57,0,0,0,
4415,,88,70,0.01,0,0,
4416,,83,67,0.55,0,0,
4417,,82,59,0,0,0,
4418,,84,50,0,0,0,
4419,,83,61,0,0,0,
4420,,78,48,0,0,0,
4421,,76,54,0,0,0,
4422,,63,47,0,0,0,
4423,,67,34,0,0,0,
4424,,55,39,0.09,0,0,
4425,,79,53,0.05,0,0,
4426,,63,52,0,0,0,
4427,,89,59,0.07,0,0,
4428,,80,56,0,0,0,
4429,,74,57,0,0,0,
4430,,64,53,0.53,0,0,
4431,,60,51,0.01,0,0,
4432,,62,47,0,0,0,
4433,,81,47,0,0,0,
4434,,86,51,0,0,0,
4435,,77,63,0.61,0,0,
4436,,75,65,2.4,0,0,
4437,,78,64,0.01,0,0,
4438,,80,60,0,0,0,
4439,,87,58,0,0,0,
4440,,92,65,1.09,0,0,
4441,,76,63,0,0,0,
4442,,81,67,0,0,0,
4443,,87,64,0,0,0,
4444,,90,65,0,0,0,
4445,,86,70,0,0,0,
4446,,87,62,0,0,0,
4447,,89,68,0.07,0,0,
4448,,89,67,0.01,0,0,
4449,,89,66,0,0,0,
4450,,87,66,0,0,0,
4451,,75,58,0,0,0,
4452,,77,50,0,0,0,
4453,,73,61,0.06,0,0,
4454,,88,64,0,0,0,
4455,,85,59,0,0,0,
4456,,91,68,0,0,0,
4457,,91,71,0,0,0,
4458,,90,72,0.3,0,0,
4459,,78,68,0,0,0,
4460,,80,71,0.09,0,0,
4461,,84,67,0,0,0,
4462,,84,58,0,0,0,
4463,,91,63,0,0,0,
4464,,91,71,0,0,0,
4465,,89,66,0,0,0,
4466,,94,66,0,0,0,
4467,,95,67,0,0,0,
4468,,97,73,0,0,0,
4469,,89,68,0,0,0,
4470,,92,65,0,0,0,
4471,,97,67,0.06,0,0,
4472,,94,73,0.7,0,0,
4473,,90,74,0,0,0,
4474,,81,63,0,0,0,
4475,,79,59,0,0,0,
4476,,81,53,0,0,0,
4477,,87,52,0,0,0,
4478,,95,57,0,0,0,
4479,,96,64,0,0,0,
4480,,100,69,0,0,0,
4481,,101,73,0,0,0,
4482,,95,78,0,0,0,
4483,,91,74,0,0,0,
4484,,84,71,0.61,0,0,
4485,,90,64,0,0,0,
4486,,84,65,0.41,0,0,
4487,,85,71,0.75,0,0,
4488,,88,71,0.02,0,0,
4489,,91,69,0,0,0,
4490,,96,71,0.3,0,0,
4491,,92,71,0,0,0,
4492,,92,71,0.56,0,0,
4493,,91,71,0.52,0,0,
4494,,90,69,0,0,0,
4495,,90,73,0,0,0,
4496,,95,72,0,0,0,
4497,,96,68,0,0,0,
4498,,99,78,0,0,0,
4499,,98,74,0.46,0,0,
4500,,88,67,0,0,0,
4501,,87,62,0,0,0,
4502,,93,71,0,0,0,
4503,,92,73,0.46,0,0,
4504,,85,66,0,0,0,
4505,,85,63,0.08,0,0,
4506,,81,65,0.01,0,0,
4507,,82,69,0.04,0,0,
4508,,84,72,0,0,0,
4509,,93,73,0,0,0,
4510,,95,70,1.03,0,0,
4511,,90,69,0,0,0,
4512,,85,59,0,0,0,
4513,,88,62,0,0,0,
4514,,92,71,0,0,0,
4515,,95,73,0,0,0,
4516,,97,72,0,0,0,
4517,,90,71,1.66,0,0,
4518,,76,70,0.07,0,0,
4519,,82,67,0,0,0,
4520,,79,71,0.21,0,0,
4521,,90,71,0,0,0,
4522,,89,72,0,0,0,
4523,,80,67,1.39,0,0,
4524,,86,67,0,0,0,
4525,,90,65,0,0,0,
4526,,88,68,0,0,0,
4527,,88,72,0,0,0,
4528,,85,68,0.01,0,0,
4529,,73,65,0,0,0,
4530,,81,64,0,0,0,
4531,,85,63,0,0,0,
4532,,82,60,0,0,0,
4533,,86,62,0,0,0,
4534,,91,61,0,0,0,
4535,,94,63,0,0,0,
4536,,95,61,0,0,0,
4537,,96,65,0,0,0,
4538,,93,65,0,0,0,
4539,,90,72,0,0,0,
4540,,82,61,0,0,0,
4541,,79,54,0,0,0,
4542,,84,56,0,0,0,
4543,,92,63,0,0,0,
4544,,93,69,0,0,0,
4545,,79,56,0,0,0,
4546,,76,53,0,0,0,
4547,,79,47,0,0,0,
4548,,76,61,0.46,0,0,
4549,,87,56,0,0,0,
4550,,81,56,0,0,0,
4551,,86,51,0,0,0,
4552,,85,58,0.08,0,0,
4553,,78,60,0.01,0,0,
4554,,79,54,0,0,0,
4555,,86,52,0,0,0,
4556,,80,53,0,0,0,
4557,,80,46,0,0,0,
4558,,94,63,0,0,0,
4559,,93,64,0,0,0,
4560,,97,64,0,0,0,
4561,,93,68,0,0,0,
4562,,73,59,0.05,0,0,
4563,,76,62,0.13,0,0,
4564,,81,62,0.39,0,0,
4565,,66,52,0.3,0,0,
4566,,79,61,4.74,0,0,
4567,,73,58,0.01,0,0,
4568,,70,45,0,0,0,
4569,,67,47,0.29,0,0,
4570,,56,48,0.34,0,0,
4571,,61,40,0,0,0,
4572,,59,50,0.03,0,0,
4573,,74,47,0,0,0,
4574,,77,44,0,0,0,
4575,,83,48,0,0,0,
4576,,79,49,0,0,0,
4577,,86,56,0,0,0,
4578,,83,55,0,0,0,
4579,,68,48,0,0,0,
4580,,62,48,0.96,0,0,
4581,,62,47,0,0,0,
4582,,66,43,0,0,0,
4583,,77,41,0,0,0,
4584,,66,44,0,0,0,
4585,,61,48,0,0,0,
4586,,59,47,0,0,0,
4587,,67,41,0,0,0,
4588,,58,38,0,0,0,
4589,,71,33,0,0,0,
4590,,75,51,0,0,0,
4591,,74,54,0,0,0,
4592,,75,61,0,0,0,
4593,,74,65,0.75,0,0,
4594,,78,50,0,0,0,
4595,,54,39,0,0,0,
4596,,60,33,0,0,0,
4597,,64,38,0,0,0,
4598,,53,32,0,0,0,
4599,,51,31,0,0,0,
4600,,55,30,0.13,0,0,
4601,,49,44,1.05,0,0,
4602,,56,39,0,0,0,
4603,,52,31,0,0,0,
4604,,51,31,0,0,0,
4605,,63,32,0,0,0,
4606,,63,42,0,0,0,
4607,,62,38,0,0,0,
4608,,61,32,0,0,0,
4609,,63,28,0,0,0,
4610,,65,29,0,0,0,
4611,,64,29,0,0,0,
4612,,59,39,0.11,0,0,
4613,,63,48,1.02,0,0,
4614,,63,40,0.03,0,0,
4615,,56,32,0,0,0,
4616,,52,31,0,0,0,
4617,,65,34,0,0,0,
4618,,57,32,0,0,0,
4619,,63,47,0,0,0,
4620,,64,48,0.02,0,0,
4621,,52,38,0,0,0,
4622,,51,39,0.03,0,0,
4623,,56,37,0.02,0,0,
4624,,45,29,0,0,0,
4625,,48,26,0,0,0,
4626,,49,22,0,0,0,
4627,,62,45,0.09,0,0,
4628,,64,30,0.74,0,0,
4629,,39,26,0,0,0,
4630,,40,28,0,0,0,
4631,,41,25,0,0,0,
4632,,38,29,0,0,0,
4633,,36,28,0,0,0,
4634,,34,25,0,0,0,
4635,,34,20,0,0,0,
4636,,35,17,0,0,0,
4637,,37,18,0,0,0,
4638,,44,22,0.07,0,0,
4639,,40,35,0.47,0,0,
4640,,37,21,0,0,0,
4641,,25,19,0,0,0,
4642,,31,19,0,0,0,
4643,,24,12,0.18,1.4,0,
4644,,37,11,0,0,1,
4645,,36,18,0,0,1,
4646,,34,23,0,0,1,
4647,,36,16,0,0,1,
4648,,38,24,0,0,0,
4649,,43,32,0,0,0,
4650,,41,30,0,0,0,
4651,,38,28,0,0,0,
4652,,34,29,0,0,0,
4653,,30,26,0.01,0.1,0,
4654,,34,26,0,0,0,
4655,,44,23,0,0,0,
4656,,46,24,0,0,0,
4657,,45,20,0,0,0,
4658,,52,25,0,0,0,
4659,,57,29,0.02,0,0,
4660,,58,31,0.01,0,0,
4661,,39,25,0,0,0,
4662,,46,17,0,0,0,
4663,,40,22,0,0,0,
4664,,39,21,0,0,0,
4665,,34,27,0,0,0,
4666,,32,21,0.01,0.4,0,
4667,,32,20,0,0,0,
4668,,34,19,0,0,0,
4669,,32,20,0.11,1.2,0,
4670,,32,22,0,0,1,
4671,,34,23,0,0,0,
4672,,36,16,0,0,0,
4673,,44,22,0,0,0,
4674,,39,27,0,0,0,
4675,,32,27,0.15,0.6,0,
4676,,34,26,0.19,0.1,0,
4677,,51,33,0,0,0,
4678,,41,29,0,0,0,
4679,,36,18,0.01,0,0,
4680,,25,9,0,0,0,
4681,,29,9,0,0,0,
4682,,31,6,0,0,0,
4683,,45,28,0,0,0,
4684,,35,32,1.31,7.3,0,
4685,,35,25,0,0,6,
4686,,36,26,0.06,0.7,5,
4687,,36,16,0,0,5,
4688,,44,15,0,0,5,
4689,,35,24,0,0,5,
4690,,36,26,0.11,0,4,
4691,,48,30,0.59,0,2,
4692,,33,23,0,0,1,
4693,,39,20,0,0,1,
4694,,39,33,0.16,0,1,
4695,,45,29,0,0,1,
4696,,46,24,0,0,0,
4697,,38,22,0,0,0,
4698,,33,16,0,0.1,0,
4699,,33,15,0,0,0,
4700,,44,11,0,0,0,
4701,,44,16,0,0,0,
4702,,53,26,0,0,0,
4703,,66,40,0,0,0,
4704,,46,26,0,0,0,
4705,,59,25,0,0,0,
4706,,72,39,0,0,0,
4707,,75,53,0,0,0,
4708,,55,36,0,0,0,
4709,,48,30,0.01,0,0,
4710,,44,28,0.22,0.4,0,
4711,,32,22,0.08,0.2,1,
4712,,44,24,0,0,0,
4713,,50,22,0.13,0,0,
4714,,64,34,0.2,0,0,
4715,,49,30,0,0,0,
4716,,62,30,0,0,0,
4717,,67,39,0.71,0,0,
4718,,47,30,0,0,0,
4719,,62,30,0,0,0,
4720,,39,25,0,0,0,
4721,,49,27,0,0,0,
4722,,63,39,0,0,0,
4723,,59,34,2.3,0,0,
4724,,48,32,0.03,0,0,
4725,,51,25,0,0,0,
4726,,49,36,0.07,0,0,
4727,,59,46,1.41,0,0,
4728,,48,37,0.07,0,0,
4729,,61,32,0,0,0,
4730,,58,33,0,0,0,
4731,,52,28,0,0,0,
4732,,50,29,0.31,0,0,
4733,,58,42,0.11,0,0,
4734,,65,39,0,0,0,
4735,,79,50,0,0,0,
4736,,66,46,0,0,0,
4737,,53,36,0,0,0,
4738,,73,41,0.25,0,0,
4739,,62,47,0.01,0,0,
4740,,54,45,0.17,0,0,
4741,,45,33,0.06,0,0,
4742,,48,27,0,0,0,
4743,,45,28,0,0,0,
4744,,44,27,0.01,0.1,0,
4745,,47,26,0,0,0,
4746,,50,26,0,0,0,
4747,,47,35,0.16,0,0,
4748,,42,36,0.11,0,0,
4749,,50,32,0.07,0,0,
4750,,51,31,0.02,0,0,
4751,,59,32,0,0,0,
4752,,85,48,0,0,0,
4753,,71,36,0.31,0,0,
4754,,64,30,0,0,0,
4755,,70,43,0,0,0,
4756,,51,42,0.42,0,0,
4757,,50,42,0,0,0,
4758,,66,46,0,0,0,
4759,,85,59,0,0,0,
4760,,70,52,0.69,0,0,
4761,,57,46,0.3,0,0,
4762,,70,38,0,0,0,
4763,,67,40,0,0,0,
4764,,63,48,1.24,0,0,
4765,,69,45,0,0,0,
4766,,76,42,0,0,0,
4767,,68,53,0.02,0,0,
4768,,86,48,0,0,0,
4769,,64,41,0,0,0,
4770,,49,43,0.4,0,0,
4771,,73,43,0.08,0,0,
4772,,85,56,0.01,0,0,
4773,,86,56,0,0,0,
4774,,84,67,0,0,0,
4775,,82,68,1.33,0,0,
4776,,78,53,0.32,0,0,
4777,,66,47,0,0,0,
4778,,66,49,0,0,0,
4779,,62,45,0.02,0,0,
4780,,79,52,0,0,0,
4781,,82,60,0.15,0,0,
4782,,60,45,0.43,0,0,
4783,,67,43,0,0,0,
4784,,71,40,0.02,0,0,
4785,,70,46,0,0,0,
4786,,74,50,0.01,0,0,
4787,,73,48,0,0,0,
4788,,75,43,0,0,0,
4789,,76,56,0,0,0,
4790,,75,52,0,0,0,
4791,,63,60,0.04,0,0,
4792,,65,58,0.39,0,0,
4793,,77,61,0.18,0,0,
4794,,78,59,0.03,0,0,
4795,,71,62,0.72,0,0,
4796,,72,58,0.77,0,0,
4797,,72,54,0.14,0,0,
4798,,72,51,0,0,0,
4799,,81,51,0,0,0,
4800,,80,56,0,0,0,
4801,,82,64,0.32,0,0,
4802,,85,67,0.05,0,0,
4803,,84,60,0,0,0,
4804,,90,66,0,0,0,
4805,,83,65,0.01,0,0,
4806,,81,63,0,0,0,
4807,,85,67,0,0,0,
4808,,93,70,0,0,0,
4809,,94,68,0,0,0,
4810,,95,72,0.01,0,0,
4811,,86,67,0,0,0,
4812,,78,53,0,0,0,
4813,,82,48,0,0,0,
4814,,81,66,0,0,0,
4815,,86,62,0,0,0,
4816,,87,61,0,0,0,
4817,,96,64,0,0,0,
4818,,97,71,0.01,0,0,
4819,,93,70,0,0,0,
4820,,90,71,0,0,0,
4821,,90,69,0.11,0,0,
4822,,78,61,0,0,0,
4823,,76,53,0,0,0,
4824,,83,53,0,0,0,
4825,,80,58,0.58,0,0,
4826,,85,62,0.06,0,0,
4827,,86,64,0,0,0,
4828,,83,70,0.03,0,0,
4829,,78,67,0.43,0,0,
4830,,88,67,0.07,0,0,
4831,,89,71,0.01,0,0,
4832,,83,73,0,0,0,
4833,,87,68,0,0,0,
4834,,83,62,0,0,0,
4835,,85,56,0.05,0,0,
4836,,81,66,0.04,0,0,
4837,,93,68,0,0,0,
4838,,88,68,0,0,0,
4839,,86,59,0,0,0,
4840,,89,58,0,0,0,
4841,,93,56,0,0,0,
4842,,95,69,0.14,0,0,
4843,,90,68,0,0,0,
4844,,92,67,0,0,0,
4845,,88,69,0.1,0,0,
4846,,96,71,0,0,0,
4847,,87,68,1.27,0,0,
4848,,90,68,0,0,0,
4849,,90,63,0,0,0,
4850,,94,71,0.01,0,0,
4851,,96,71,0,0,0,
4852,,91,71,0.69,0,0,
4853,,84,60,0,0,0,
4854,,82,64,0,0,0,
4855,,86,59,0,0,0,
4856,,89,63,0,0,0,
4857,,93,68,0,0,0,
4858,,93,73,0,0,0,
4859,,94,75,0,0,0,
4860,,100,75,0,0,0,
4861,,105,76,0,0,0,
4862,,99,76,0,0,0,
4863,,94,77,0,0,0,
4864,,91,73,0.37,0,0,
4865,,95,73,0,0,0,
4866,,92,71,0,0,0,
4867,,93,68,0,0,0,
4868,,103,72,0,0,0,
4869,,96,76,0,0,0,
4870,,97,73,0,0,0,
4871,,99,68,0.14,0,0,
4872,,95,66,0,0,0,
4873,,84,72,0.03,0,0,
4874,,88,73,0,0,0,
4875,,86,66,0,0,0,
4876,,89,72,0.55,0,0,
4877,,93,74,0.01,0,0,
4878,,92,73,0,0,0,
4879,,93,69,0,0,0,
4880,,92,68,0,0,0,
4881,,87,66,0,0,0,
4882,,88,62,0,0,0,
4883,,84,63,0.36,0,0,
4884,,88,67,0.08,0,0,
4885,,84,66,0,0,0,
4886,,87,66,0,0,0,
4887,,90,59,0,0,0,
4888,,92,69,0.65,0,0,
4889,,87,65,0.04,0,0,
4890,,89,63,0,0,0,
4891,,89,73,0.39,0,0,
4892,,83,60,0,0,0,
4893,,82,52,0,0,0,
4894,,87,56,0,0,0,
4895,,81,66,0.08,0,0,
4896,,88,64,0,0,0,
4897,,79,70,1.17,0,0,
4898,,85,67,0.24,0,0,
4899,,78,61,0,0,0,
4900,,83,55,0,0,0,
4901,,83,54,0,0,0,
4902,,81,59,0,0,0,
4903,,80,66,0.03,0,0,
4904,,80,68,0.15,0,0,
4905,,88,68,0,0,0,
4906,,80,63,1.99,0,0,
4907,,63,61,1.07,0,0,
4908,,72,61,1.11,0,0,
4909,,75,68,2.27,0,0,
4910,,84,68,0.26,0,0,
4911,,83,64,0,0,0,
4912,,83,63,0,0,0,
4913,,83,59,0,0,0,
4914,,84,58,0,0,0,
4915,,88,62,0.02,0,0,
4916,,74,50,0.01,0,0,
4917,,62,42,0,0,0,
4918,,64,49,0,0,0,
4919,,69,52,0,0,0,
4920,,69,58,0,0,0,
4921,,73,63,0.2,0,0,
4922,,77,65,0.09,0,0,
4923,,79,67,0.1,0,0,
4924,,73,65,0.36,0,0,
4925,,76,63,0,0,0,
4926,,76,66,0.11,0,0,
4927,,80,69,0,0,0,
4928,,79,69,0,0,0,
4929,,80,64,0.16,0,0,
4930,,76,56,0,0,0,
4931,,73,54,0,0,0,
4932,,57,46,0.8,0,0,
4933,,50,44,0.16,0,0,
4934,,51,44,0.03,0,0,
4935,,68,44,0,0,0,
4936,,74,52,0,0,0,
4937,,70,46,0,0,0,
4938,,74,42,0,0,0,
4939,,74,45,0,0,0,
4940,,80,45,0,0,0,
4941,,81,49,0,0,0,
4942,,70,55,0,0,0,
4943,,65,62,0.44,0,0,
4944,,73,61,1.92,0,0,
4945,,70,55,0.61,0,0,
4946,,71,47,0,0,0,
4947,,71,44,0,0,0,
4948,,71,47,0,0,0,
4949,,73,48,0,0,0,
4950,,66,60,0.81,0,0,
4951,,65,45,0,0,0,
4952,,59,42,0,0,0,
4953,,59,39,0,0,0,
4954,,65,35,0,0,0,
4955,,67,42,0.09,0,0,
4956,,68,44,0,0,0,
4957,,61,49,0.19,0,0,
4958,,64,42,0.12,0,0,
4959,,51,36,0.07,0,0,
4960,,39,33,1.03,0.6,0,
4961,,51,31,0,0,0,
4962,,55,28,0,0,0,
4963,,60,36,0,0,0,
4964,,61,31,0,0,0,
4965,,65,37,0,0,0,
4966,,56,41,0,0,0,
4967,,53,30,0,0,0,
4968,,58,27,0,0,0,
4969,,67,32,0,0,0,
4970,,69,31,0,0,0,
4971,,65,30,0,0,0,
4972,,54,38,0.07,0,0,
4973,,50,30,0,0,0,
4974,,62,29,0,0,0,
4975,,63,32,0,0,0,
4976,,73,53,0,0,0,
4977,,66,56,0.05,0,0,
4978,,58,52,0.34,0,0,
4979,,52,36,0,0,0,
4980,,46,27,0,0,0,
4981,,55,29,0,0,0,
4982,,64,48,0.01,0,0,
4983,,62,49,0.21,0,0,
4984,,53,48,0.7,0,0,
4985,,61,44,0.3,0,0,
4986,,61,32,0,0,0,
4987,,66,29,0,0,0,
4988,,67,31,0,0,0,
4989,,70,37,0,0,0,
4990,,70,51,0,0,0,
4991,,64,43,0.5,0,0,
4992,,50,36,0,0,0,
4993,,50,28,0,0,0,
4994,,57,23,0,0,0,
4995,,50,26,0,0,0,
4996,,55,29,0,0,0,
4997,,59,36,0,0,0,
4998,,62,56,0.21,0,0,
4999,,62,37,2.14,0,0,
5000,,45,29,0,0,0,
5001,,51,25,0,0,0,
5002,,46,27,0,0,0,
5003,,42,21,0,0,0,
5004,,44,19,0,0,0,
5005,,50,22,0,0,0,
5006,,49,32,0,0,0,
5007,,62,42,0,0,0,
5008,,62,39,0,0,0,
5009,,40,27,0,0,0,
5010,,43,26,0,0,0,
5011,,52,24,0,0,0,
5012,,56,43,0,0,0,
5013,,61,44,0.08,0,0,
5014,,60,40,1.12,0,0,
5015,,50,42,0.2,0,0,
5016,,45,28,0,0,0,
5017,,49,24,0,0,0,
5018,,48,31,0,0,0,
5019,,46,38,0.71,0,0,
5020,,45,30,0,0,0,
5021,,41,22,0,0,0,
5022,,54,26,0,0,0,
5023,,59,37,0,0,0,
5024,,57,31,0.04,0,0,
5025,,46,29,0,0,0,
5026,,31,18,0,0,0,
5027,,33,14,0,0,0,
5028,,47,25,0,0,0,
5029,,63,27,0,0,0,
5030,,64,32,0,0,0,
5031,,50,30,0,0,0,
5032,,39,26,0.09,0.5,0,
5033,,53,28,0,0,0,
5034,,47,24,0.59,0,0,
5035,,59,40,0.46,0,0,
5036,,52,25,0.04,0,0,
5037,,36,23,0,0,0,
5038,,34,18,0,0,0,
5039,,41,17,0.02,0,0,
5040,,58,40,0.14,0,0,
5041,,55,22,0,0,0,
5042,,38,16,0,0,0,
5043,,35,25,0.09,0.8,0,
5044,,31,26,0.15,0.4,1,
5045,,31,28,0,0,1,
5046,,43,30,0.03,0,1,
5047,,57,34,0,0,0,
5048,,50,33,0,0,0,
5049,,52,40,0.01,0,0,
5050,,64,39,0.19,0,0,
5051,,54,29,0,0,0,
5052,,48,29,0,0,0,
5053,,47,28,0,0,0,
5054,,66,33,0,0,0,
5055,,69,50,0,0,0,
5056,,57,41,0.09,0,0,
5057,,50,29,0,0,0,
5058,,44,26,0.09,0,0,
5059,,43,26,0.01,0,0,
5060,,52,22,0,0,0,
5061,,56,34,0,0,0,
5062,,41,29,0.1,0.2,0,
5063,,46,29,0,0,0,
5064,,45,29,0.03,0,0,
5065,,42,21,0.17,1.2,0,
5066,,31,20,0,0,0,
5067,,49,17,0,0,0,
5068,,53,31,0,0,0,
5069,,53,34,0,0,0,
5070,,45,34,0.2,0,0,
5071,,53,32,0,0,0,
5072,,59,26,0,0,0,
5073,,43,35,0,0,0,
5074,,48,26,0,0,0,
5075,,50,22,0,0,0,
5076,,62,35,0,0,0,
5077,,66,43,0,0,0,
5078,,58,42,0.2,0,0,
5079,,45,33,0,0,0,
5080,,48,28,0,0,0,
5081,,64,27,0,0,0,
5082,,54,37,0,0,0,
5083,,56,34,1.35,0,0,
5084,,67,42,0,0,0,
5085,,52,30,0.81,0,0,
5086,,60,42,0.07,0,0,
5087,,47,32,0,0,0,
5088,,44,26,0,0,0,
5089,,49,21,0,0,0,
5090,,68,35,0,0,0,
5091,,72,53,0,0,0,
5092,,65,39,0,0,0,
5093,,47,31,0,0,0,
5094,,65,31,0,0,0,
5095,,71,37,0,0,0,
5096,,80,55,0.01,0,0,
5097,,80,46,0,0,0,
5098,,84,47,0,0,0,
5099,,62,50,0.02,0,0,
5100,,75,45,0,0,0,
5101,,68,51,0,0,0,
5102,,76,54,0.01,0,0,
5103,,74,55,0,0,0,
5104,,67,54,0,0,0,
5105,,80,54,0,0,0,
5106,,83,54,0,0,0,
5107,,66,55,0.39,0,0,
5108,,63,50,0.18,0,0,
5109,,60,40,0,0,0,
5110,,56,30,0,0,0,
5111,,73,40,0.03,0,0,
5112,,67,46,0,0,0,
5113,,55,35,0,0,0,
5114,,66,43,0,0,0,
5115,,63,46,0.12,0,0,
5116,,61,40,0.05,0,0,
5117,,72,32,0,0,0,
5118,,77,45,0,0,0,
5119,,61,37,0,0,0,
5120,,61,37,0,0,0,
5121,,65,30,0,0,0,
5122,,72,33,0,0,0,
5123,,66,47,0,0,0,
5124,,66,39,0,0,0,
5125,,53,34,0,0,0,
5126,,61,37,0,0,0,
5127,,65,34,0,0,0,
5128,,74,35,0,0,0,
5129,,83,58,0,0,0,
5130,,88,61,0,0,0,
5131,,74,50,0,0,0,
5132,,58,49,0.24,0,0,
5133,,70,46,0,0,0,
5134,,71,42,0,0,0,
5135,,81,53,0.23,0,0,
5136,,54,43,0.96,0,0,
5137,,47,38,0.01,0,0,
5138,,63,37,0,0,0,
5139,,69,31,0,0,0,
5140,,66,54,0,0,0,
5141,,62,42,0,0,0,
5142,,56,36,0.16,0,0,
5143,,70,40,0.05,0,0,
5144,,65,41,0,0,0,
5145,,84,57,0.09,0,0,
5146,,77,59,0.01,0,0,
5147,,84,55,0,0,0,
5148,,84,60,0.05,0,0,
5149,,80,60,0.01,0,0,
5150,,71,61,0,0,0,
5151,,70,58,0,0,0,
5152,,70,57,0.09,0,0,
5153,,73,56,0.37,0,0,
5154,,66,50,0,0,0,
5155,,73,39,0,0,0,
5156,,77,42,0,0,0,
5157,,81,57,0,0,0,
5158,,67,61,0.46,0,0,
5159,,80,64,0.68,0,0,
5160,,83,57,0,0,0,
5161,,73,50,0,0,0,
5162,,75,45,0,0,0,
5163,,81,48,0,0,0,
5164,,82,51,0.01,0,0,
5165,,70,64,0.37,0,0,
5166,,80,63,0.44,0,0,
5167,,80,62,1.41,0,0,
5168,,81,63,0.16,0,0,
5169,,85,66,0,0,0,
5170,,86,66,0,0,0,
5171,,86,67,0.3,0,0,
5172,,90,66,0,0,0,
5173,,88,69,0.93,0,0,
5174,,85,65,0,0,0,
5175,,82,64,0,0,0,
5176,,80,63,0.61,0,0,
5177,,73,53,0,0,0,
5178,,78,50,0,0,0,
5179,,74,54,0,0,0,
5180,,70,53,0,0,0,
5181,,74,51,0,0,0,
5182,,79,52,0,0,0,
5183,,83,51,0,0,0,
5184,,88,56,0,0,0,
5185,,90,60,0,0,0,
5186,,87,65,0,0,0,
5187,,79,68,0.6,0,0,
5188,,80,66,0,0,0,
5189,,81,61,0,0,0,
5190,,80,59,0,0,0,
5191,,80,53,0,0,0,
5192,,77,52,0,0,0,
5193,,68,61,0.12,0,0,
5194,,90,67,0,0,0,
5195,,94,69,0,0,0,
5196,,96,69,0,0,0,
5197,,93,68,0.08,0,0,
5198,,87,66,0,0,0,
5199,,90,62,0,0,0,
5200,,86,64,0,0,0,
5201,,80,51,0,0,0,
5202,,87,54,0,0,0,
5203,,93,58,0,0,0,
5204,,102,71,0.38,0,0,
5205,,94,70,0,0,0,
5206,,96,71,0,0,0,
5207,,92,73,0,0,0,
5208,,95,68,0.23,0,0,
5209,,96,70,0,0,0,
5210,,98,71,0,0,0,
5211,,98,76,0,0,0,
5212,,101,75,0,0,0,
5213,,101,76,0,0,0,
5214,,85,71,0.24,0,0,
5215,,89,67,0,0,0,
5216,,89,67,0,0,0,
5217,,87,63,0,0,0,
5218,,86,69,0,0,0,
5219,,87,68,0.1,0,0,
5220,,95,73,0.06,0,0,
5221,,96,69,0.01,0,0,
5222,,99,69,0,0,0,
5223,,101,73,0.06,0,0,
5224,,94,73,1.02,0,0,
5225,,83,67,0.57,0,0,
5226,,69,65,0.13,0,0,
5227,,84,67,0,0,0,
5228,,89,69,0,0,0,
5229,,90,71,0,0,0,
5230,,86,69,0,0,0,
5231,,98,68,0,0,0,
5232,,90,72,0,0,0,
5233,,92,70,0,0,0,
5234,,89,69,0,0,0,
5235,,89,65,0,0,0,
5236,,90,70,0.01,0,0,
5237,,88,69,0.56,0,0,
5238,,92,68,0,0,0,
5239,,91,71,0,0,0,
5240,,94,75,0,0,0,
5241,,94,73,0.15,0,0,
5242,,90,72,0,0,0,
5243,,89,72,0,0,0,
5244,,89,71,0.01,0,0,
5245,,94,68,0.07,0,0,
5246,,86,69,0.55,0,0,
5247,,88,67,0.26,0,0,
5248,,85,69,0,0,0,
5249,,88,65,0,0,0,
5250,,88,70,0.13,0,0,
5251,,84,66,0,0,0,
5252,,87,65,0,0,0,
5253,,93,63,0.32,0,0,
5254,,84,66,0,0,0,
5255,,76,66,0.32,0,0,
5256,,80,64,0.2,0,0,
5257,,83,60,0,0,0,
5258,,85,62,0,0,0,
5259,,87,62,0,0,0,
5260,,87,63,0,0,0,
5261,,79,69,0.12,0,0,
5262,,82,68,0.32,0,0,
