"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US (USW00093738)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
12707,,63,40,1.04,0,0
12708,,52,27,0.5,0,0
12709,,48,25,0,0,0
12710,,48,27,0,0,0
12711,,39,22,0.76,1.1,0
12712,,43,33,0.11,0,0
12713,,39,30,0.52,0,0
12714,,49,25,0.01,0,0
12715,,39,29,0,0,0
12716,,44,26,0,0,0
12717,,43,32,0.18,0,0
12718,,50,37,0.03,0,0
12719,,50,41,1.47,0,0
12720,,43,35,0,0,0
12721,,48,32,0,0,0
12722,,43,40,0.01,0,0
12723,,48,41,0.05,0,0
12724,,48,35,0.14,0,0
12725,,36,21,0.13,0.8,0
12726,,28,16,0,0,0
12727,,31,11,0,0,0
12728,,39,16,0,0,0
12729,,51,29,0,0,0
12730,,57,36,0.12,0,0
12731,,40,25,0,0,0
12732,,36,21,0,0,0
12733,,52,31,0.04,0,0
12734,,55,39,0,0,0
12735,,62,44,0.09,0,0
12736,,61,34,0,0,0
12737,,52,34,0.01,0,0
12738,,34,30,0,0,0
12739,,50,34,0.01,0,0
12740,,64,49,0,0,0
12741,,74,51,0,0,0
12742,,69,47,0.02,0,0
12743,,56,37,0,0,0
12744,,41,28,0,0,0
12745,,38,23,0,0,0
12746,,32,27,0.47,3.5,0
12747,,40,27,0.07,1.2,2
12748,,30,9,0.01,0.8,2
12749,,27,4,0,0,1
12750,,27,15,0,0,1
12751,,34,10,0,0,1
12752,,42,7,0,0,1
12753,,45,19,0.39,0,0
12754,,19,5,0,0,0
12755,,19,4,0,0,0
12756,,25,2,0,0,0
12757,,45,10,0,0,0
12758,,45,19,0,0,0
12759,,52,30,0.07,0,0
12760,,58,32,0,0,0
12761,,36,26,0.89,0,0
12762,,51,34,0.01,0,0
12763,,34,23,0,0,0
12764,,39,28,0.02,0,0
12765,,46,28,0.2,0,0
12766,,35,20,0,0,0
12767,,38,18,0,0,0
12768,,46,30,0,0,0
12769,,56,33,0,0,0
12770,,48,28,0,0,0
12771,,57,35,0,0,0
12772,,39,34,0.41,0,0
12773,,50,37,0.13,0,0
12774,,47,32,0,0,0
12775,,41,30,0,0,0
12776,,37,27,0.84,6.8,2
12777,,36,18,0,0,6
12778,,34,22,0,0,2
12779,,36,25,0,0,1
12780,,38,24,0,0,1
12781,,33,21,0.09,1.1,1
12782,,36,26,0.41,0.3,1
12783,,47,34,0.17,0,0
12784,,44,26,0,0,0
12785,,39,27,0,0,0
12786,,63,28,0,0,0
12787,,71,45,0,0,0
12788,,63,34,0,0,0
12789,,70,42,0,0,0
12790,,69,40,0,0,0
12791,,52,29,0,0,0
12792,,54,31,0,0,0
12793,,43,24,0,0,0
12794,,56,26,0.11,0,0
12795,,74,49,0,0,0
12796,,59,47,0,0,0
12797,,51,43,1.06,0,0
12798,,67,48,0.03,0,0
12799,,48,35,1.43,0,0
12800,,44,35,0.02,0,0
12801,,48,43,0.07,0,0
12802,,51,34,0.04,0,0
12803,,46,27,0,0,0
12804,,67,28,0,0,0
12805,,46,29,0.04,0,0
12806,,59,33,0,0,0
12807,,63,27,0,0,0
12808,,51,30,0,0,0
12809,,48,27,0.03,0,0
12810,,49,36,0.39,0,0
12811,,49,30,0,0,0
12812,,41,23,0,0,0
12813,,54,23,0,0,0
12814,,55,31,0.35,0,0
12815,,42,33,0.46,1.5,0
12816,,54,35,0,0,0
12817,,66,30,0,0,0
12818,,64,37,0,0,0
12819,,48,32,0,0,0
12820,,48,31,0,0,0
12821,,52,34,0,0,0
12822,,55,35,0.28,0,0
12823,,73,30,0,0,0
12824,,73,37,0,0,0
12825,,75,54,0.01,0,0
12826,,70,50,0.22,0,0
12827,,50,33,0.35,0,0
12828,,59,36,0,0,0
12829,,67,39,0,0,0
12830,,73,35,0,0,0
12831,,79,42,0,0,0
12832,,69,50,0,0,0
12833,,67,48,0.1,0,0
12834,,70,50,0,0,0
12835,,61,42,0,0,0
12836,,42,29,0,0,0
12837,,50,25,0,0,0
12838,,61,28,0,0,0
12839,,59,33,0.42,0,0
12840,,62,43,0,0,0
12841,,57,34,0,0,0
12842,,60,28,0,0,0
12843,,70,32,0,0,0
12844,,55,39,0.22,0,0
12845,,54,38,0,0,0
12846,,62,34,0,0,0
12847,,64,30,0,0,0
12848,,55,30,0.18,0,0
12849,,59,41,0,0,0
12850,,52,45,0.11,0,0
12851,,62,45,0.1,0,0
12852,,62,42,0.08,0,0
12853,,68,41,0,0,0
12854,,65,37,0.83,0,0
12855,,65,48,0.14,0,0
12856,,67,40,0,0,0
12857,,77,41,0,0,0
12858,,80,54,0,0,0
12859,,71,38,0,0,0
12860,,78,57,0.1,0,0
12861,,64,44,0,0,0
12862,,71,36,0,0,0
12863,,72,51,0,0,0
12864,,68,39,0,0,0
12865,,65,31,0.09,0,0
12866,,65,42,0.31,0,0
12867,,57,46,0.01,0,0
12868,,73,41,0,0,0
12869,,79,44,0,0,0
12870,,58,40,0,0,0
12871,,68,35,0,0,0
12872,,74,48,0,0,0
12873,,64,44,0,0,0
12874,,73,47,0.02,0,0
12875,,83,43,0,0,0
12876,,92,59,0,0,0
12877,,76,56,0.05,0,0
12878,,66,42,0,0,0
12879,,69,39,0,0,0
12880,,72,41,0,0,0
12881,,83,44,0,0,0
12882,,75,62,1.76,0,0
12883,,71,54,0.4,0,0
12884,,68,51,0,0,0
12885,,71,40,0,0,0
12886,,72,40,0.03,0,0
12887,,74,56,0.1,0,0
12888,,77,54,0,0,0
12889,,74,61,0.22,0,0
12890,,66,56,0.39,0,0
12891,,56,51,0.12,0,0
12892,,71,47,0,0,0
12893,,71,43,0,0,0
12894,,67,46,0,0,0
12895,,63,52,0,0,0
12896,,73,43,0,0,0
12897,,78,46,0,0,0
12898,,85,48,0,0,0
12899,,83,51,0,0,0
12900,,79,63,0.04,0,0
12901,,83,66,0.34,0,0
12902,,76,59,0.01,0,0
12903,,78,57,0,0,0
12904,,80,54,0,0,0
12905,,84,63,0,0,0
12906,,86,69,0.96,0,0
12907,,84,63,0.07,0,0
12908,,89,59,0,0,0
12909,,92,70,0,0,0
12910,,92,70,0.01,0,0
12911,,90,59,0,0,0
12912,,93,60,0,0,0
12913,,95,70,0,0,0
12914,,92,67,0.2,0,0
12915,,87,59,0,0,0
12916,,88,54,0,0,0
12917,,85,56,0,0,0
12918,,84,59,0,0,0
12919,,77,70,0.27,0,0
12920,,84,67,0.29,0,0
12921,,94,70,0,0,0
12922,,91,65,0,0,0
12923,,81,65,0,0,0
12924,,84,58,0,0,0
12925,,86,62,0,0,0
12926,,90,58,0,0,0
12927,,92,65,0.04,0,0
12928,,84,58,0.02,0,0
12929,,88,53,0,0,0
12930,,91,54,0,0,0
12931,,94,60,0,0,0
12932,,94,64,0,0,0
12933,,97,65,0,0,0
12934,,94,72,0,0,0
12935,,100,65,0,0,0
12936,,98,67,0,0,0
12937,,94,61,0,0,0
12938,,86,62,0,0,0
12939,,92,66,0,0,0
12940,,87,71,0.16,0,0
12941,,74,66,0.17,0,0
12942,,68,62,0.08,0,0
12943,,80,62,0,0,0
12944,,89,59,0,0,0
12945,,97,70,0,0,0
12946,,97,71,0.35,0,0
12947,,87,63,0,0,0
12948,,84,55,0,0,0
12949,,89,50,0,0,0
12950,,91,54,0,0,0
12951,,88,67,0,0,0
12952,,94,62,0.01,0,0
12953,,81,66,0.25,0,0
12954,,83,61,0.14,0,0
12955,,83,54,0,0,0
12956,,85,54,0,0,0
12957,,86,51,0,0,0
12958,,89,53,0,0,0
12959,,88,66,0,0,0
12960,,90,62,0.03,0,0
12961,,90,67,0,0,0
12962,,90,70,0,0,0
12963,,87,72,0,0,0
12964,,92,67,0,0,0
12965,,100,73,0,0,0
12966,,100,72,3.32,0,0
12967,,82,63,0.02,0,0
12968,,73,61,0,0,0
12969,,70,61,1.55,0,0
12970,,83,62,0,0,0
12971,,79,56,0,0,0
12972,,77,52,0,0,0
12973,,80,50,0,0,0
12974,,82,64,0,0,0
12975,,82,60,0,0,0
12976,,84,64,0,0,0
12977,,87,63,0,0,0
12978,,82,60,0,0,0
12979,,82,54,0,0,0
12980,,84,60,0,0,0
12981,,88,63,0,0,0
12982,,90,63,0.03,0,0
12983,,75,59,0.34,0,0
12984,,72,48,0,0,0
12985,,78,42,0,0,0
12986,,79,47,0,0,0
12987,,87,52,0.01,0,0
12988,,79,65,0.23,0,0
12989,,71,66,0.03,0,0
12990,,77,66,0.84,0,0
12991,,77,60,0.12,0,0
12992,,78,54,0.04,0,0
12993,,77,54,0,0,0
12994,,77,55,0,0,0
12995,,79,57,0,0,0
12996,,83,53,0,0,0
12997,,82,54,0.01,0,0
12998,,80,54,0.69,0,0
12999,,84,49,0,0,0
13000,,85,61,0.06,0,0
13001,,66,44,0,0,0
13002,,70,38,0,0,0
13003,,72,49,0,0,0
13004,,61,44,0,0,0
13005,,71,44,0,0,0
13006,,74,47,0,0,0
13007,,73,46,0,0,0
13008,,65,57,0.68,0,0
13009,,77,57,0.08,0,0
13010,,74,57,0,0,0
13011,,67,39,0,0,0
13012,,63,32,0,0,0
13013,,72,39,0,0,0
13014,,81,53,0,0,0
13015,,85,52,0,0,0
13016,,85,54,0,0,0
13017,,84,55,0,0,0
13018,,81,57,0,0,0
13019,,83,56,0,0,0
13020,,83,53,0.01,0,0
13021,,70,43,0,0,0
13022,,71,39,0,0,0
13023,,76,44,0,0,0
13024,,77,51,0.12,0,0
13025,,64,45,0.21,0,0
13026,,63,46,0,0,0
13027,,53,45,0.79,0,0
13028,,54,47,0.16,0,0
13029,,57,38,0,0,0
13030,,66,37,0,0,0
13031,,57,33,0,0,0
13032,,51,27,0,0,0
13033,,52,23,0,0,0
13034,,51,30,0.32,0,0
13035,,57,43,0.46,0,0
13036,,48,43,0.63,0,0
13037,,58,43,0.01,0,0
13038,,50,29,0,0,0
13039,,60,27,0,0,0
13040,,63,29,0,0,0
13041,,64,31,0.04,0,0
13042,,61,51,0.83,0,0
13043,,58,36,0.46,0,0
13044,,63,32,0,0,0
13045,,50,29,0,0,0
13046,,52,25,0,0,0
13047,,54,28,0,0,0
13048,,53,44,2.31,0,0
13049,,56,45,0.41,0,0
13050,,53,47,0.15,0,0
13051,,55,44,0,0,0
13052,,52,41,0,0,0
13053,,48,34,0,0,0
13054,,39,32,0.24,0,0
13055,,39,34,0.37,0,0
13056,,46,36,0.01,0,0
13057,,44,31,0,0,0
13058,,46,28,0,0,0
13059,,48,22,0,0,0
13060,,54,26,0,0,0
13061,,60,33,0,0,0
13062,,55,40,0.51,0,0
13063,,51,43,0.03,0,0
13064,,54,36,0.03,0,0
13065,,41,28,0,0,0
13066,,47,20,0,0,0
13067,,57,35,0,0,0
13068,,54,31,0,0,0
13069,,58,35,0,0,0
13070,,55,50,0,0,0
13071,,50,47,0.13,0,0
13072,,49,34,0.01,0,0
13073,,48,29,0,0,0
13074,,49,23,0.02,0,0
13075,,58,43,0.13,0,0
13076,,45,31,0,0,0
13077,,39,27,0,0,0
13078,,43,30,0,0,0
13079,,45,28,0,0,0
13080,,40,27,0.12,1.6,0
13081,,40,35,0.28,0,0
13082,,45,37,0.02,0,0
13083,,47,28,0,0,0
13084,,46,21,0,0,0
13085,,44,28,0,0,0
13086,,47,19,0,0,0
13087,,60,20,0,0,0
13088,,56,22,0,0,0
13089,,50,20,0,0,0
13090,,62,27,0,0,0
13091,,60,27,0,0,0
13092,,44,25,0,0,0
13093,,35,27,0.34,0.2,0
13094,,52,34,0,0,0
13095,,46,31,0.34,0,0
13096,,47,38,0.16,0,0
13097,,52,31,0,0,0
13098,,38,32,0.28,1.3,0
13099,,38,22,0,0,1
13100,,36,21,0.22,1.6,0
13101,,39,30,0,0,2
13102,,35,20,0,0,1
13103,,33,10,0,0,1
13104,,59,31,0,0,0
13105,,61,34,0,0,0
13106,,67,37,0,0,0
13107,,67,31,0,0,0
13108,,66,54,0.02,0,0
13109,,66,61,0.25,0,0
13110,,69,62,0.15,0,0
13111,,62,38,0.03,0,0
13112,,52,30,0,0,0
13113,,50,28,0,0,0
13114,,41,27,0.07,0,0
13115,,53,32,0.02,0,0
13116,,36,25,0,0,0
13117,,34,29,0.82,0,0
13118,,41,34,0,0,0
13119,,43,30,0.11,0,0
13120,,41,32,0,0,0
13121,,38,33,0.02,0,0
13122,,39,25,0,0,0
13123,,38,19,0,0,0
13124,,41,23,0.13,0,0
13125,,44,34,1.46,0,0
13126,,46,33,0.12,0.5,0
13127,,43,29,0,0,0
13128,,43,23,0,0,0
13129,,40,24,0.59,0,0
13130,,40,35,1.64,0,0
13131,,56,30,0,0,0
13132,,45,33,0,0,0
13133,,44,24,0,0,0
13134,,48,19,0,0,0
13135,,50,22,0,0,0
13136,,43,36,0.06,0,0
13137,,40,34,2.17,0.5,0
13138,,42,36,0.46,0,1
13139,,44,34,0,0,
13140,,47,34,0,0,0
13141,,50,27,0,0,0
13142,,50,21,0,0,0
13143,,55,21,0,0,0
13144,,53,27,0.3,0,0
13145,,57,40,0.01,0,0
13146,,47,29,0,0,0
13147,,41,30,0,0,0
13148,,44,21,0,0,0
13149,,44,21,0,0,0
13150,,53,39,1.36,0,0
13151,,58,47,0.07,0,0
13152,,54,34,0.01,0,0
13153,,50,30,0.09,0,0
13154,,51,41,0,0,0
13155,,51,40,0,0,0
13156,,44,37,1.01,0,0
13157,,46,33,0.28,0.2,0
13158,,54,41,0,0,0
13159,,60,34,0,0,0
13160,,62,29,0,0,0
13161,,60,40,0.01,0,0
13162,,54,38,0.02,0,0
13163,,53,34,0.36,0,0
13164,,47,36,0.17,0,0
13165,,49,28,0,0,0
13166,,48,27,0,0,0
13167,,52,23,0,0,0
13168,,59,38,0.02,0,0
13169,,48,45,0.71,0,0
13170,,73,45,0.53,0,0
13171,,50,26,0,0,0
13172,,32,22,0,0,0
13173,,36,18,0,0,0
13174,,41,16,0,0,0
13175,,55,32,0,0,0
13176,,44,26,0,0,0
13177,,45,26,0,0,0
13178,,43,24,0.09,0,0
13179,,44,36,1.16,0,0
13180,,63,43,0.41,0,0
13181,,50,43,1.59,0,0
13182,,43,35,0.54,0,0
13183,,42,31,0,0,0
13184,,51,25,0,0,0
13185,,49,24,0,0,0
13186,,55,22,0,0,0
13187,,73,42,0,0,0
13188,,85,58,0,0,0
13189,,80,63,0,0,0
13190,,86,57,0,0,0
13191,,89,50,0,0,0
13192,,85,62,0,0,0
13193,67,76,56,0.4,0,0
13194,64,77,50,0,0,0
13195,50,63,37,0,0,0
13196,48,53,42,0.39,0,0
13197,49,58,39,0,0,0
13198,48,63,32,0,0,0
13199,48,67,28,0,0,
13200,58,74,41,0.02,0,0
13201,51,57,45,1.02,0,0
13202,46,57,35,0,0,0
13203,46,61,30,0,0,0
13204,49,66,31,0,0,0
13205,52,71,32,0,0,0
13206,60,68,52,0.01,0,0
13207,61,76,45,0,0,
13208,66,79,53,0.01,0,0
13209,66,80,52,0.13,0,
13210,52,62,42,0,0,0
13211,51,53,49,0.75,0,0
13212,54,62,45,0,0,0
13213,55,69,40,0,0,0
13214,55,67,43,0,0,0
13215,54,64,43,0,0,
13216,60,73,46,0,0,0
13217,64,75,52,0,0,0
13218,63,79,46,0.1,0,0
13219,49,60,38,0.09,0,0
13220,49,64,34,0,0,0
13221,56,74,37,0,0,0
13222,65,74,55,0,0,0
13223,62,67,57,0.76,0,0
13224,62,71,53,0.78,0,0
13225,65,76,53,0.26,0,0
13226,64,70,58,0.01,0,0
13227,,70,54,0.41,0,0
13228,63,74,52,0,0,0
13229,64,74,53,0.56,0,0
13230,64,69,58,0.86,0,0
13231,64,70,57,0.04,0,0
13232,63,68,57,0.07,0,0
13233,57,59,55,0.11,0,0
13234,55,57,52,0.38,0,0
13235,61,71,50,0,0,0
13236,62,78,45,0,0,0
13237,67,85,48,0,0,0
13238,73,90,55,0,0,0
13239,73,86,60,0,0,0
13240,,85,53,0,0,
13241,73,91,54,0,0,0
13242,75,87,63,0,0,0
13243,73,84,61,0,0,0
13244,62,74,49,0,0,0
13245,58,69,47,0,0,0
13246,58,71,45,0.15,0,0
13247,73,85,61,0.11,0,0
13248,69,77,60,0,0,0
13249,64,71,57,0.02,0,0
13250,69,83,54,0,0,0
13251,74,87,61,0,0,0
13252,75,89,61,0,0,0
13253,79,89,68,0,0,0
13254,67,79,54,0.02,0,0
13255,67,84,49,0.23,0,0
13256,68,80,56,0.01,0,0
13257,63,70,55,0,0,0
13258,61,70,52,0.06,0,0
13259,61,70,51,0,0,0
13260,57,68,46,0,0,0
13261,62,75,49,0,0,0
13262,59,73,44,0.28,0,0
13263,60,62,57,0.15,0,0
13264,64,67,60,0.23,0,0
13265,74,82,65,0.51,0,0
13266,71,82,59,1.02,0,0
13267,69,80,57,0,0,0
13268,69,79,59,1.44,0,0
13269,76,88,63,0.31,0,0
13270,73,83,62,0,0,0
13271,75,87,62,0,0,0
13272,73,80,65,0.03,0,0
13273,78,89,67,0,0,0
13274,77,89,64,0,0,0
13275,75,84,66,0.38,0,0
13276,79,87,70,0.2,0,0
13277,79,88,69,0,0,0
13278,79,91,66,0,0,0
13279,83,95,70,0,0,0
13280,80,88,71,0.49,0,0
13281,69,72,66,0.34,0,0
13282,76,84,67,0.07,0,0
13283,77,88,66,0.1,0,0
13284,73,84,61,0,0,0
13285,71,83,59,0,0,0
13286,71,86,56,0,0,0
13287,75,85,65,0,0,0
13288,73,84,62,0,0,0
13289,71,84,57,0,0,0
13290,73,84,62,0,0,0
13291,72,79,65,0.62,0,0
13292,75,85,64,0,0,0
13293,75,87,62,0,0,0
13294,67,80,54,0,0,0
13295,68,83,52,0,0,0
13296,73,87,58,0,0,0
13297,78,87,68,0,0,0
13298,77,85,69,0,0,0
13299,80,91,69,0,0,0
13300,81,91,71,0.08,0,0
13301,77,88,65,0,0,0
13302,75,88,62,0,0,0
13303,80,91,69,0,0,0
13304,79,95,63,0,0,0
13305,83,98,68,0,0,0
13306,81,92,70,0,0,0
13307,79,90,68,0,0,0
13308,78,86,69,0,0,0
13309,74,82,65,0.39,0,0
13310,73,85,61,0,0,0
13311,78,90,66,0,0,0
13312,78,91,64,0,0,0
13313,81,93,68,0,0,0
13314,72,81,63,0.22,0,0
13315,71,83,58,0,0,0
13316,69,85,52,0,0,0
13317,69,87,50,0,0,0
13318,72,89,54,0,0,0
13319,73,89,57,0,0,0
13320,72,89,55,0,0,0
13321,77,87,66,0,0,0
13322,80,86,73,0,0,0
13323,81,88,73,0,0,0
13324,79,89,69,0.29,0,0
13325,78,90,66,0,0,0
13326,77,87,66,0,0,0
13327,75,87,62,0,0,0
13328,78,85,71,0.01,0,0
13329,79,88,69,0,0,0
13330,78,86,69,0,0,0
13331,79,88,69,0.09,0,0
13332,79,92,66,0,0,0
13333,64,77,51,0,0,0
13334,65,83,47,0,0,0
13335,71,90,51,0,0,0
13336,78,94,61,0,0,0
13337,82,96,67,0,0,0
13338,80,97,62,0,0,0
13339,82,97,66,0,0,0
13340,85,95,74,0,0,0
13341,79,86,72,0.05,0,0
13342,82,94,70,0,0,0
13343,81,93,68,0,0,0
13344,78,94,61,0,0,0
13345,79,94,63,0,0,0
13346,75,85,65,0,0,0
13347,78,91,65,0,0,0
13348,70,85,54,0,0,0
13349,77,90,63,0,0,0
13350,73,87,58,0,0,0
13351,75,97,53,0,0,0
13352,82,94,69,0.4,0,0
13353,66,75,57,0.1,0,0
13354,63,74,52,0,0,0
13355,65,78,52,0,0,0
13356,68,86,50,0,0,0
13357,76,95,57,0,0,0
13358,79,92,66,0,0,0
13359,78,95,60,0,0,0
13360,82,95,69,0,0,0
13361,81,94,68,0,0,0
13362,78,88,68,0.62,0,0
13363,76,83,69,0,0,0
13364,74,81,67,0,0,0
13365,75,86,63,0,0,0
13366,80,92,68,0.07,0,0
13367,76,86,66,0.06,0,0
13368,57,70,44,0,0,0
13369,56,74,38,0,0,0
13370,61,68,54,0,0,
13371,72,89,55,0,0,0
13372,82,96,68,0,0,0
13373,71,86,56,0,0,0
13374,63,79,46,0,0,0
13375,75,87,63,0,0,0
13376,64,81,46,0,0,0
13377,52,72,32,0,0,0
13378,53,67,39,0.08,0,0
13379,53,56,50,0,0,0
13380,57,62,51,0,0,0
13381,65,70,60,0,0,0
13382,66,70,61,0.02,0,0
13383,67,73,60,1.39,0,0
13384,61,65,56,0,0,0
13385,64,71,56,0,0,0
13386,63,73,52,0,0,0
13387,57,69,45,0,0,0
13388,58,70,46,0.01,0,0
13389,54,65,43,0,0,0
13390,51,67,35,0,0,0
13391,52,68,35,0,0,0
13392,54,73,35,0,0,0
13393,63,81,45,0,0,0
13394,64,75,52,0,0,0
13395,59,71,46,0,0,0
13396,53,66,40,0,0,0
13397,45,52,37,0,0,0
13398,46,64,28,0,0,0
13399,53,73,32,0,0,0
13400,53,73,32,0,0,0
13401,55,72,38,0,0,0
13402,55,65,45,0,0,0
13403,60,73,46,0,0,0
13404,51,65,36,0,0,0
13405,48,66,30,0,0,0
13406,53,67,38,0,0,0
13407,50,65,34,0,0,0
13408,50,58,42,0.02,0,0
13409,44,47,40,0.17,0,0
13410,39,51,27,0,0,0
13411,34,47,20,0,0,0
13412,36,50,22,0,0,0
13413,42,54,29,0,0,0
13414,36,46,26,0.02,0,0
13415,46,57,34,0,0,0
13416,44,56,33,0.07,0,0
13417,54,70,38,0.44,0,0
13418,44,56,32,0,0,0
13419,46,59,33,0,0,0
13420,49,64,33,0,0,0
13421,52,65,39,0,0,0
13422,45,61,28,0,0,0
13423,50,64,36,0,0,0
13424,45,54,35,0,0,0
13425,45,61,28,0,0,0
13426,57,67,47,0.12,0,0
13427,39,47,31,0,0,0
13428,36,50,22,0,0,0
13429,47,69,25,0,0,0
13430,49,65,33,0,0,0
13431,40,55,25,0.03,0,0
13432,55,63,47,0.34,0,0
13433,45,60,30,0,0,0
13434,50,71,28,0,0,0
13435,52,73,30,0,0,0
13436,51,69,33,0,0,0
13437,50,66,34,0,0,0
13438,47,68,26,0,0,
13439,53,74,32,0,0,0
13440,63,75,51,0,0,0
13441,65,75,55,0,0,0
13442,63,79,47,0,0,0
13443,68,77,58,0.04,0,0
13444,55,60,49,0.62,0,0
13445,39,50,28,0.1,0,0
13446,,52,25,0,0,0
13447,38,49,26,0,0,0
13448,36,47,25,0,0,0
13449,42,45,39,0.41,0,0
13450,34,46,22,0,0,0
13451,36,52,19,0,0,0
13452,43,56,29,0,0,0
13453,42,50,34,0,0,0
13454,35,44,25,0,0,0
13455,44,54,34,0,0,0
13456,50,57,42,0,0,0
13457,53,60,46,0,0,0
13458,44,65,22,0.05,0,0
13459,22,26,17,0.18,0.6,0
13460,27,30,23,0.02,0,1
13461,23,34,11,0,0,1
13462,22,34,10,0,0,0
13463,26,40,12,0,0,0
13464,37,41,33,0,0,0
13465,32,36,27,0.08,0,0
13466,27,35,19,0.03,0,0
13467,20,28,11,0,0,0
13468,20,30,10,0,0,0
13469,22,24,20,0.05,0,0
13470,37,46,24,1.37,0,0
13471,24,30,17,0,0,0
13472,17,25,8,0,0,0
13473,19,34,4,0,0,0
13474,30,36,23,0,0,0
13475,27,32,22,0.52,3.8,1
13476,34,44,24,0.14,0,4
13477,23,29,16,0,0,0
13478,24,32,15,0,0,0
13479,45,58,31,0,0,0
13480,48,59,36,0,0,0
13481,29,37,21,0.17,0,0
13482,29,37,21,0.47,0.3,0
13483,36,52,20,0,0,0
13484,43,59,26,0.01,0,0
13485,42,51,32,0.78,0,0
13486,42,54,29,0,0,0
13487,40,50,30,0.08,0,0
13488,36,43,28,0.43,0,0
13489,43,48,38,0.04,0,0
13490,58,71,45,0.29,0,0
13491,50,61,38,1.04,0,0
13492,39,47,31,0,0,0
13493,39,49,29,0,0,0
13494,41,57,25,0,0,0
13495,51,67,34,0,0,0
13496,40,52,28,0,0,0
13497,34,47,21,0,0,0
13498,29,37,20,0,0,0
13499,27,37,16,0.11,0,0
13500,41,48,34,0.41,0,0
13501,46,55,36,0,0,0
13502,47,56,38,0.02,0,0
13503,42,50,33,0,0,0
13504,46,57,34,0.02,0,0
13505,35,41,29,0.02,0,0
13506,36,45,26,0,0,0
13507,39,53,25,0,0,0
13508,45,59,30,0,0,0
13509,47,67,26,0,0,0
13510,55,74,35,0.51,0,0
13511,30,35,25,0,0,0
13512,34,42,26,0,0,0
13513,35,52,17,0,0,0
13514,44,65,23,0,0,0
13515,46,58,33,0.24,0,0
13516,42,49,34,0.62,0,0
13517,35,43,26,0,0,0
13518,35,41,29,0,0,0
13519,30,36,24,0,0,0
13520,26,32,20,0,0,0
13521,24,30,18,0.01,0.5,0
13522,28,38,17,0,0,1
13523,28,37,18,0.03,0.4,0
13524,34,46,22,0,0,0
13525,36,52,20,0.04,0,0
13526,42,45,39,0.59,0,0
13527,39,46,32,0,0,0
13528,43,57,28,0,0,0
13529,54,69,38,0.6,0,0
13530,37,42,32,0.03,0.3,0
13531,39,49,29,0,0,0
13532,46,56,35,0.23,0,0
13533,30,35,24,0,0,0
13534,27,37,17,0,0,0
13535,26,29,23,0.83,8.9,0
13536,31,36,25,0.02,0,9
13537,32,41,23,0,0,6
13538,36,43,29,0,0,4
13539,36,43,29,0,0,0
13540,35,37,32,0.99,4,1
13541,39,45,33,0.11,1.4,5
13542,43,56,30,0,0,1
13543,53,74,31,0,0,0
13544,57,69,44,0,0,0
13545,46,54,37,0,0,0
13546,43,55,30,0,0,0
13547,41,42,39,0.59,0,0
13548,40,50,29,0,0,0
13549,39,54,24,0,0,0
13550,47,53,41,0.04,0,0
13551,44,54,34,0,0,0
13552,41,51,30,0,0,0
13553,41,51,30,0,0,0
13554,50,60,39,0,0,0
13555,53,69,36,0,0,0
13556,57,70,34,0,0,0
13557,50,72,28,0,0,0
13558,55,60,50,0.38,0,0
13559,62,71,52,0,0,0
13560,62,73,51,0,0,0
13561,65,81,49,0.37,0,0
13562,48,59,37,0.15,0,0
13563,51,66,35,0,0,0
13564,59,74,44,0,0,0
13565,62,85,39,0,0,0
13566,58,70,46,0.52,0,0
13567,50,61,39,0.01,0,0
13568,44,49,38,0.49,0,0
13569,48,56,40,0,0,0
13570,51,63,39,0,0,0
13571,52,69,34,0,0,0
13572,49,60,37,0.15,0,0
13573,55,68,41,0,0,0
13574,48,60,35,0,0,0
13575,47,59,34,0,0,0
13576,47,59,35,0,0,0
13577,49,59,38,0.01,0,0
13578,43,53,32,0.23,0,0
13579,62,82,42,0.03,0,0
13580,59,67,50,0.34,0,0
13581,49,62,36,0,0,0
13582,47,63,31,0,0,0
13583,56,78,33,0,0,0
13584,56,67,45,0,0,0
13585,55,65,44,0,0,0
13586,51,67,34,0,0,0
13587,55,67,42,0,0,0
13588,54,69,39,0,0,0
13589,56,71,41,0,0,0
13590,53,62,44,0,0,0
13591,64,76,51,0,0,0
13592,63,78,48,0,0,0
13593,61,69,53,0,0,0
13594,67,76,58,0.53,0,0
13595,69,77,61,0.45,0,0
13596,65,77,52,0,0,0
13597,60,77,43,0,0,0
13598,63,78,48,0,0,0
13599,69,84,53,0,0,0
13600,63,69,57,0,0,0
13601,57,64,49,0,0,0
13602,58,73,42,0,0,0
13603,55,71,39,0,0,0
13604,59,73,44,0,0,0
13605,64,78,49,0,0,0
13606,64,76,51,0,0,0
13607,63,77,48,0,0,0
13608,61,81,40,0,0,0
13609,68,85,51,0.45,0,0
13610,71,80,62,0.06,0,0
13611,64,75,52,0.73,0,0
13612,62,73,50,0,0,0
13613,63,78,48,0,0,0
13614,63,75,51,0,0,0
13615,64,84,44,0,0,0
13616,67,87,47,0,0,0
13617,71,90,52,0,0,0
13618,72,88,56,0,0,0
13619,74,85,63,0,0,0
13620,78,89,66,0,0,0
